Column1;Content ID;ReactionType;Categorie;Contentype;Sentiment ;Score;Catégory Unique; Total Score ;Datetime;
9039;71246f1e-0b64-4922-a6ae-c86c446837be;interested;healthy eating;video;positive;30;;0;22/11/2020;
9041;41bc0418-db4b-48b4-ada6-18eda999cd25;want;travel;video;positive;70;;0;06/10/2020;
9042;41bc0418-db4b-48b4-ada6-18eda999cd25;hate;travel;video;negative;5;;0;21/06/2020;
9043;41bc0418-db4b-48b4-ada6-18eda999cd25;want;travel;video;positive;70;;0;07/04/2021;
9044;41bc0418-db4b-48b4-ada6-18eda999cd25;peeking;travel;video;neutral;35;;0;17/08/2020;
9045;41bc0418-db4b-48b4-ada6-18eda999cd25;dislike;travel;video;negative;10;;0;24/07/2020;
9046;41bc0418-db4b-48b4-ada6-18eda999cd25;heart;travel;video;positive;60;;0;01/08/2020;
9047;41bc0418-db4b-48b4-ada6-18eda999cd25;super love;travel;video;positive;75;;0;10/09/2020;
9048;41bc0418-db4b-48b4-ada6-18eda999cd25;indifferent;travel;video;neutral;20;;0;11/11/2020;
9049;41bc0418-db4b-48b4-ada6-18eda999cd25;disgust;travel;video;negative;0;;0;06/01/2021;
9050;41bc0418-db4b-48b4-ada6-18eda999cd25;intrigued;travel;video;positive;45;;0;12/10/2020;
9051;41bc0418-db4b-48b4-ada6-18eda999cd25;super love;travel;video;positive;75;;0;23/04/2021;
9052;41bc0418-db4b-48b4-ada6-18eda999cd25;adore;travel;video;positive;72;;0;22/10/2020;
9053;41bc0418-db4b-48b4-ada6-18eda999cd25;scared;travel;video;negative;15;;0;25/08/2020;
9054;41bc0418-db4b-48b4-ada6-18eda999cd25;worried;travel;video;negative;12;;0;23/08/2020;
9055;41bc0418-db4b-48b4-ada6-18eda999cd25;disgust;travel;video;negative;0;;0;15/05/2021;
9056;41bc0418-db4b-48b4-ada6-18eda999cd25;heart;travel;video;positive;60;;0;17/07/2020;
9057;41bc0418-db4b-48b4-ada6-18eda999cd25;like;travel;video;positive;50;;0;23/02/2021;
9058;41bc0418-db4b-48b4-ada6-18eda999cd25;peeking;travel;video;neutral;35;;0;09/01/2021;
9059;41bc0418-db4b-48b4-ada6-18eda999cd25;intrigued;travel;video;positive;45;;0;12/03/2021;
9060;41bc0418-db4b-48b4-ada6-18eda999cd25;dislike;travel;video;negative;10;;0;10/08/2020;
9061;41bc0418-db4b-48b4-ada6-18eda999cd25;adore;travel;video;positive;72;;0;30/09/2020;
9062;41bc0418-db4b-48b4-ada6-18eda999cd25;scared;travel;video;negative;15;;0;22/09/2020;
9063;41bc0418-db4b-48b4-ada6-18eda999cd25;dislike;travel;video;negative;10;;0;22/12/2020;
9064;41bc0418-db4b-48b4-ada6-18eda999cd25;heart;travel;video;positive;60;;0;05/09/2020;
9066;31d142d9-4557-4613-bce5-cfe63cd0a3cf;super love;soccer;photo;positive;75;;0;01/08/2020;
9067;31d142d9-4557-4613-bce5-cfe63cd0a3cf;want;soccer;photo;positive;70;;0;18/01/2021;
9068;31d142d9-4557-4613-bce5-cfe63cd0a3cf;intrigued;soccer;photo;positive;45;;0;12/08/2020;
9069;31d142d9-4557-4613-bce5-cfe63cd0a3cf;interested;soccer;photo;positive;30;;0;07/07/2020;
9070;31d142d9-4557-4613-bce5-cfe63cd0a3cf;super love;soccer;photo;positive;75;;0;02/08/2020;
9071;31d142d9-4557-4613-bce5-cfe63cd0a3cf;adore;soccer;photo;positive;72;;0;16/09/2020;
9072;31d142d9-4557-4613-bce5-cfe63cd0a3cf;hate;soccer;photo;negative;5;;0;04/10/2020;
9073;31d142d9-4557-4613-bce5-cfe63cd0a3cf;intrigued;soccer;photo;positive;45;;0;26/04/2021;
9074;31d142d9-4557-4613-bce5-cfe63cd0a3cf;adore;soccer;photo;positive;72;;0;16/12/2020;
9075;31d142d9-4557-4613-bce5-cfe63cd0a3cf;want;soccer;photo;positive;70;;0;25/08/2020;
9076;31d142d9-4557-4613-bce5-cfe63cd0a3cf;adore;soccer;photo;positive;72;;0;29/12/2020;
9077;31d142d9-4557-4613-bce5-cfe63cd0a3cf;interested;soccer;photo;positive;30;;0;27/04/2021;
9078;31d142d9-4557-4613-bce5-cfe63cd0a3cf;adore;soccer;photo;positive;72;;0;02/12/2020;
9079;31d142d9-4557-4613-bce5-cfe63cd0a3cf;super love;soccer;photo;positive;75;;0;13/01/2021;
9080;31d142d9-4557-4613-bce5-cfe63cd0a3cf;worried;soccer;photo;negative;12;;0;15/06/2021;
9081;31d142d9-4557-4613-bce5-cfe63cd0a3cf;disgust;soccer;photo;negative;0;;0;04/08/2020;
9082;31d142d9-4557-4613-bce5-cfe63cd0a3cf;love;soccer;photo;positive;65;;0;16/10/2020;
9083;31d142d9-4557-4613-bce5-cfe63cd0a3cf;adore;soccer;photo;positive;72;;0;17/07/2020;
9084;31d142d9-4557-4613-bce5-cfe63cd0a3cf;cherish;soccer;photo;positive;70;;0;24/03/2021;
9085;31d142d9-4557-4613-bce5-cfe63cd0a3cf;heart;soccer;photo;positive;60;;0;17/08/2020;
9086;31d142d9-4557-4613-bce5-cfe63cd0a3cf;super love;soccer;photo;positive;75;;0;22/05/2021;
9087;31d142d9-4557-4613-bce5-cfe63cd0a3cf;peeking;soccer;photo;neutral;35;;0;21/04/2021;
9088;31d142d9-4557-4613-bce5-cfe63cd0a3cf;intrigued;soccer;photo;positive;45;;0;17/06/2021;
9089;31d142d9-4557-4613-bce5-cfe63cd0a3cf;love;soccer;photo;positive;65;;0;14/01/2021;
9090;31d142d9-4557-4613-bce5-cfe63cd0a3cf;scared;soccer;photo;negative;15;;0;20/09/2020;
9091;31d142d9-4557-4613-bce5-cfe63cd0a3cf;want;soccer;photo;positive;70;;0;31/07/2020;
9092;31d142d9-4557-4613-bce5-cfe63cd0a3cf;heart;soccer;photo;positive;60;;0;10/07/2020;
9093;31d142d9-4557-4613-bce5-cfe63cd0a3cf;like;soccer;photo;positive;50;;0;02/09/2020;
9094;31d142d9-4557-4613-bce5-cfe63cd0a3cf;heart;soccer;photo;positive;60;;0;28/01/2021;
9095;31d142d9-4557-4613-bce5-cfe63cd0a3cf;hate;soccer;photo;negative;5;;0;29/11/2020;
9096;31d142d9-4557-4613-bce5-cfe63cd0a3cf;interested;soccer;photo;positive;30;;0;28/11/2020;
9097;31d142d9-4557-4613-bce5-cfe63cd0a3cf;hate;soccer;photo;negative;5;;0;02/09/2020;
9098;31d142d9-4557-4613-bce5-cfe63cd0a3cf;dislike;soccer;photo;negative;10;;0;02/09/2020;
9099;31d142d9-4557-4613-bce5-cfe63cd0a3cf;heart;soccer;photo;positive;60;;0;04/03/2021;
9100;31d142d9-4557-4613-bce5-cfe63cd0a3cf;adore;soccer;photo;positive;72;;0;01/12/2020;
9101;31d142d9-4557-4613-bce5-cfe63cd0a3cf;want;soccer;photo;positive;70;;0;24/09/2020;
9102;31d142d9-4557-4613-bce5-cfe63cd0a3cf;indifferent;soccer;photo;neutral;20;;0;31/03/2021;
9103;31d142d9-4557-4613-bce5-cfe63cd0a3cf;indifferent;soccer;photo;neutral;20;;0;10/08/2020;
9104;31d142d9-4557-4613-bce5-cfe63cd0a3cf;super love;soccer;photo;positive;75;;0;31/05/2021;
9105;31d142d9-4557-4613-bce5-cfe63cd0a3cf;heart;soccer;photo;positive;60;;0;08/12/2020;
9106;31d142d9-4557-4613-bce5-cfe63cd0a3cf;indifferent;soccer;photo;neutral;20;;0;28/04/2021;
9107;31d142d9-4557-4613-bce5-cfe63cd0a3cf;dislike;soccer;photo;negative;10;;0;26/09/2020;
9108;31d142d9-4557-4613-bce5-cfe63cd0a3cf;hate;soccer;photo;negative;5;;0;09/12/2020;
9109;31d142d9-4557-4613-bce5-cfe63cd0a3cf;super love;soccer;photo;positive;75;;0;21/07/2020;
9110;31d142d9-4557-4613-bce5-cfe63cd0a3cf;love;soccer;photo;positive;65;;0;07/10/2020;
9112;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;cherish;healthy eating;audio;positive;70;;0;21/11/2020;
9113;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;love;healthy eating;audio;positive;65;;0;08/06/2021;
9114;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;worried;healthy eating;audio;negative;12;;0;11/09/2020;
9115;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;love;healthy eating;audio;positive;65;;0;04/08/2020;
9116;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;intrigued;healthy eating;audio;positive;45;;0;06/01/2021;
9117;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;cherish;healthy eating;audio;positive;70;;0;17/02/2021;
9118;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;worried;healthy eating;audio;negative;12;;0;31/03/2021;
9119;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;hate;healthy eating;audio;negative;5;;0;16/04/2021;
9120;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;adore;healthy eating;audio;positive;72;;0;12/11/2020;
9121;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;want;healthy eating;audio;positive;70;;0;08/01/2021;
9122;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;cherish;healthy eating;audio;positive;70;;0;24/08/2020;
9123;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;disgust;healthy eating;audio;negative;0;;0;29/07/2020;
9124;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;love;healthy eating;audio;positive;65;;0;11/01/2021;
9125;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;dislike;healthy eating;audio;negative;10;;0;15/10/2020;
9126;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;worried;healthy eating;audio;negative;12;;0;28/03/2021;
9127;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;hate;healthy eating;audio;negative;5;;0;31/01/2021;
9128;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;peeking;healthy eating;audio;neutral;35;;0;01/01/2021;
9129;77f0131d-a06e-40d6-8f6d-a64c0491d1b5;dislike;healthy eating;audio;negative;10;;0;18/05/2021;
9131;ad5ddd13-b8ea-4174-ad71-da1663c7f959;cherish;Technology;video;positive;70;;0;21/08/2020;
9132;ad5ddd13-b8ea-4174-ad71-da1663c7f959;super love;Technology;video;positive;75;;0;23/03/2021;
9133;ad5ddd13-b8ea-4174-ad71-da1663c7f959;adore;Technology;video;positive;72;;0;22/07/2020;
9135;447954af-c2c0-4546-881c-3ba1cb104209;disgust;tennis;audio;negative;0;;0;27/04/2021;
9136;447954af-c2c0-4546-881c-3ba1cb104209;cherish;tennis;audio;positive;70;;0;18/05/2021;
9137;447954af-c2c0-4546-881c-3ba1cb104209;hate;tennis;audio;negative;5;;0;17/02/2021;
9138;447954af-c2c0-4546-881c-3ba1cb104209;heart;tennis;audio;positive;60;;0;01/12/2020;
9139;447954af-c2c0-4546-881c-3ba1cb104209;peeking;tennis;audio;neutral;35;;0;24/12/2020;
9140;447954af-c2c0-4546-881c-3ba1cb104209;like;tennis;audio;positive;50;;0;03/02/2021;
9141;447954af-c2c0-4546-881c-3ba1cb104209;heart;tennis;audio;positive;60;;0;09/11/2020;
9142;447954af-c2c0-4546-881c-3ba1cb104209;love;tennis;audio;positive;65;;0;14/06/2021;
9143;447954af-c2c0-4546-881c-3ba1cb104209;adore;tennis;audio;positive;72;;0;30/06/2020;
9144;447954af-c2c0-4546-881c-3ba1cb104209;cherish;tennis;audio;positive;70;;0;01/02/2021;
9145;447954af-c2c0-4546-881c-3ba1cb104209;intrigued;tennis;audio;positive;45;;0;28/10/2020;
9146;447954af-c2c0-4546-881c-3ba1cb104209;disgust;tennis;audio;negative;0;;0;30/12/2020;
9147;447954af-c2c0-4546-881c-3ba1cb104209;hate;tennis;audio;negative;5;;0;01/08/2020;
9148;447954af-c2c0-4546-881c-3ba1cb104209;cherish;tennis;audio;positive;70;;0;18/11/2020;
9149;447954af-c2c0-4546-881c-3ba1cb104209;interested;tennis;audio;positive;30;;0;25/05/2021;
9150;447954af-c2c0-4546-881c-3ba1cb104209;scared;tennis;audio;negative;15;;0;11/10/2020;
9151;447954af-c2c0-4546-881c-3ba1cb104209;worried;tennis;audio;negative;12;;0;07/10/2020;
9152;447954af-c2c0-4546-881c-3ba1cb104209;disgust;tennis;audio;negative;0;;0;26/12/2020;
9153;447954af-c2c0-4546-881c-3ba1cb104209;interested;tennis;audio;positive;30;;0;12/03/2021;
9154;447954af-c2c0-4546-881c-3ba1cb104209;intrigued;tennis;audio;positive;45;;0;07/05/2021;
9155;447954af-c2c0-4546-881c-3ba1cb104209;worried;tennis;audio;negative;12;;0;28/01/2021;
9156;447954af-c2c0-4546-881c-3ba1cb104209;intrigued;tennis;audio;positive;45;;0;06/11/2020;
9157;447954af-c2c0-4546-881c-3ba1cb104209;scared;tennis;audio;negative;15;;0;12/02/2021;
9158;447954af-c2c0-4546-881c-3ba1cb104209;love;tennis;audio;positive;65;;0;07/04/2021;
9159;447954af-c2c0-4546-881c-3ba1cb104209;scared;tennis;audio;negative;15;;0;15/07/2020;
9160;447954af-c2c0-4546-881c-3ba1cb104209;super love;tennis;audio;positive;75;;0;27/09/2020;
9161;447954af-c2c0-4546-881c-3ba1cb104209;like;tennis;audio;positive;50;;0;16/10/2020;
9162;447954af-c2c0-4546-881c-3ba1cb104209;cherish;tennis;audio;positive;70;;0;04/02/2021;
9163;447954af-c2c0-4546-881c-3ba1cb104209;interested;tennis;audio;positive;30;;0;07/04/2021;
9164;447954af-c2c0-4546-881c-3ba1cb104209;disgust;tennis;audio;negative;0;;0;04/07/2020;
9165;447954af-c2c0-4546-881c-3ba1cb104209;love;tennis;audio;positive;65;;0;24/07/2020;
9166;447954af-c2c0-4546-881c-3ba1cb104209;want;tennis;audio;positive;70;;0;08/04/2021;
9168;a8d3e5b8-7838-477c-82ce-4c90029e56ce;interested;public speaking;photo;positive;30;;0;03/04/2021;
9169;a8d3e5b8-7838-477c-82ce-4c90029e56ce;interested;public speaking;photo;positive;30;;0;27/09/2020;
9170;a8d3e5b8-7838-477c-82ce-4c90029e56ce;interested;public speaking;photo;positive;30;;0;26/12/2020;
9171;a8d3e5b8-7838-477c-82ce-4c90029e56ce;worried;public speaking;photo;negative;12;;0;26/03/2021;
9172;a8d3e5b8-7838-477c-82ce-4c90029e56ce;disgust;public speaking;photo;negative;0;;0;30/11/2020;
9173;a8d3e5b8-7838-477c-82ce-4c90029e56ce;adore;public speaking;photo;positive;72;;0;20/12/2020;
9174;a8d3e5b8-7838-477c-82ce-4c90029e56ce;want;public speaking;photo;positive;70;;0;12/06/2021;
9175;a8d3e5b8-7838-477c-82ce-4c90029e56ce;like;public speaking;photo;positive;50;;0;05/01/2021;
9176;a8d3e5b8-7838-477c-82ce-4c90029e56ce;hate;public speaking;photo;negative;5;;0;21/06/2020;
9177;a8d3e5b8-7838-477c-82ce-4c90029e56ce;peeking;public speaking;photo;neutral;35;;0;22/03/2021;
9178;a8d3e5b8-7838-477c-82ce-4c90029e56ce;adore;public speaking;photo;positive;72;;0;29/11/2020;
9179;a8d3e5b8-7838-477c-82ce-4c90029e56ce;super love;public speaking;photo;positive;75;;0;28/01/2021;
9180;a8d3e5b8-7838-477c-82ce-4c90029e56ce;love;public speaking;photo;positive;65;;0;23/12/2020;
9181;a8d3e5b8-7838-477c-82ce-4c90029e56ce;scared;public speaking;photo;negative;15;;0;28/11/2020;
9182;a8d3e5b8-7838-477c-82ce-4c90029e56ce;hate;public speaking;photo;negative;5;;0;30/05/2021;
9183;a8d3e5b8-7838-477c-82ce-4c90029e56ce;super love;public speaking;photo;positive;75;;0;25/09/2020;
9184;a8d3e5b8-7838-477c-82ce-4c90029e56ce;indifferent;public speaking;photo;neutral;20;;0;07/09/2020;
9185;a8d3e5b8-7838-477c-82ce-4c90029e56ce;scared;public speaking;photo;negative;15;;0;31/10/2020;
9186;a8d3e5b8-7838-477c-82ce-4c90029e56ce;super love;public speaking;photo;positive;75;;0;02/05/2021;
9187;a8d3e5b8-7838-477c-82ce-4c90029e56ce;dislike;public speaking;photo;negative;10;;0;17/06/2021;
9188;a8d3e5b8-7838-477c-82ce-4c90029e56ce;disgust;public speaking;photo;negative;0;;0;26/06/2020;
9189;a8d3e5b8-7838-477c-82ce-4c90029e56ce;want;public speaking;photo;positive;70;;0;04/12/2020;
9190;a8d3e5b8-7838-477c-82ce-4c90029e56ce;love;public speaking;photo;positive;65;;0;17/04/2021;
9191;a8d3e5b8-7838-477c-82ce-4c90029e56ce;like;public speaking;photo;positive;50;;0;15/06/2021;
9192;a8d3e5b8-7838-477c-82ce-4c90029e56ce;want;public speaking;photo;positive;70;;0;12/08/2020;
9193;a8d3e5b8-7838-477c-82ce-4c90029e56ce;hate;public speaking;photo;negative;5;;0;31/07/2020;
9194;a8d3e5b8-7838-477c-82ce-4c90029e56ce;heart;public speaking;photo;positive;60;;0;15/08/2020;
9195;a8d3e5b8-7838-477c-82ce-4c90029e56ce;cherish;public speaking;photo;positive;70;;0;24/10/2020;
9196;a8d3e5b8-7838-477c-82ce-4c90029e56ce;cherish;public speaking;photo;positive;70;;0;22/09/2020;
9197;a8d3e5b8-7838-477c-82ce-4c90029e56ce;like;public speaking;photo;positive;50;;0;17/10/2020;
9198;a8d3e5b8-7838-477c-82ce-4c90029e56ce;indifferent;public speaking;photo;neutral;20;;0;12/12/2020;
9199;a8d3e5b8-7838-477c-82ce-4c90029e56ce;love;public speaking;photo;positive;65;;0;09/04/2021;
9200;a8d3e5b8-7838-477c-82ce-4c90029e56ce;like;public speaking;photo;positive;50;;0;18/12/2020;
9201;a8d3e5b8-7838-477c-82ce-4c90029e56ce;hate;public speaking;photo;negative;5;;0;20/10/2020;
9202;a8d3e5b8-7838-477c-82ce-4c90029e56ce;heart;public speaking;photo;positive;60;;0;05/02/2021;
9203;a8d3e5b8-7838-477c-82ce-4c90029e56ce;interested;public speaking;photo;positive;30;;0;07/03/2021;
9204;a8d3e5b8-7838-477c-82ce-4c90029e56ce;want;public speaking;photo;positive;70;;0;25/03/2021;
9205;a8d3e5b8-7838-477c-82ce-4c90029e56ce;dislike;public speaking;photo;negative;10;;0;06/01/2021;
9206;a8d3e5b8-7838-477c-82ce-4c90029e56ce;super love;public speaking;photo;positive;75;;0;02/01/2021;
9207;a8d3e5b8-7838-477c-82ce-4c90029e56ce;dislike;public speaking;photo;negative;10;;0;16/12/2020;
9208;a8d3e5b8-7838-477c-82ce-4c90029e56ce;interested;public speaking;photo;positive;30;;0;06/03/2021;
9210;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;peeking;dogs;video;neutral;35;;0;18/11/2020;
9211;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;super love;dogs;video;positive;75;;0;17/10/2020;
9212;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;heart;dogs;video;positive;60;;0;18/06/2020;
9213;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;adore;dogs;video;positive;72;;0;10/05/2021;
9214;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;dislike;dogs;video;negative;10;;0;19/11/2020;
9215;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;adore;dogs;video;positive;72;;0;15/01/2021;
9216;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;disgust;dogs;video;negative;0;;0;09/02/2021;
9217;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;super love;dogs;video;positive;75;;0;25/08/2020;
9218;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;intrigued;dogs;video;positive;45;;0;17/08/2020;
9219;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;like;dogs;video;positive;50;;0;09/07/2020;
9220;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;disgust;dogs;video;negative;0;;0;20/04/2021;
9221;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;indifferent;dogs;video;neutral;20;;0;26/10/2020;
9222;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;heart;dogs;video;positive;60;;0;22/02/2021;
9223;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;interested;dogs;video;positive;30;;0;14/05/2021;
9224;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;interested;dogs;video;positive;30;;0;28/09/2020;
9225;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;interested;dogs;video;positive;30;;0;20/05/2021;
9226;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;dislike;dogs;video;negative;10;;0;23/06/2020;
9227;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;cherish;dogs;video;positive;70;;0;30/11/2020;
9228;a412c4fa-42c9-4bd8-a2d7-1ad1dcbe9615;disgust;dogs;video;negative;0;;0;06/05/2021;
9230;3b436c19-72fe-429a-80dd-88d24ef549d1;hate;soccer;video;negative;5;;0;08/02/2021;
9231;3b436c19-72fe-429a-80dd-88d24ef549d1;peeking;soccer;video;neutral;35;;0;03/12/2020;
9232;3b436c19-72fe-429a-80dd-88d24ef549d1;cherish;soccer;video;positive;70;;0;28/10/2020;
9233;3b436c19-72fe-429a-80dd-88d24ef549d1;like;soccer;video;positive;50;;0;19/04/2021;
9234;3b436c19-72fe-429a-80dd-88d24ef549d1;like;soccer;video;positive;50;;0;02/06/2021;
9235;3b436c19-72fe-429a-80dd-88d24ef549d1;worried;soccer;video;negative;12;;0;05/02/2021;
9236;3b436c19-72fe-429a-80dd-88d24ef549d1;heart;soccer;video;positive;60;;0;18/12/2020;
9237;3b436c19-72fe-429a-80dd-88d24ef549d1;disgust;soccer;video;negative;0;;0;03/08/2020;
9238;3b436c19-72fe-429a-80dd-88d24ef549d1;want;soccer;video;positive;70;;0;15/08/2020;
9239;3b436c19-72fe-429a-80dd-88d24ef549d1;like;soccer;video;positive;50;;0;06/01/2021;
9240;3b436c19-72fe-429a-80dd-88d24ef549d1;worried;soccer;video;negative;12;;0;14/01/2021;
9242;0c042b6c-725e-4591-a666-cf32c5ec7cc8;peeking;public speaking;audio;neutral;35;;0;09/04/2021;
9243;0c042b6c-725e-4591-a666-cf32c5ec7cc8;peeking;public speaking;audio;neutral;35;;0;27/03/2021;
9244;0c042b6c-725e-4591-a666-cf32c5ec7cc8;peeking;public speaking;audio;neutral;35;;0;29/05/2021;
9245;0c042b6c-725e-4591-a666-cf32c5ec7cc8;love;public speaking;audio;positive;65;;0;11/11/2020;
9246;0c042b6c-725e-4591-a666-cf32c5ec7cc8;worried;public speaking;audio;negative;12;;0;17/03/2021;
9247;0c042b6c-725e-4591-a666-cf32c5ec7cc8;like;public speaking;audio;positive;50;;0;14/04/2021;
9248;0c042b6c-725e-4591-a666-cf32c5ec7cc8;scared;public speaking;audio;negative;15;;0;31/07/2020;
9249;0c042b6c-725e-4591-a666-cf32c5ec7cc8;intrigued;public speaking;audio;positive;45;;0;13/05/2021;
9250;0c042b6c-725e-4591-a666-cf32c5ec7cc8;like;public speaking;audio;positive;50;;0;26/03/2021;
9251;0c042b6c-725e-4591-a666-cf32c5ec7cc8;intrigued;public speaking;audio;positive;45;;0;15/08/2020;
9252;0c042b6c-725e-4591-a666-cf32c5ec7cc8;intrigued;public speaking;audio;positive;45;;0;20/01/2021;
9253;0c042b6c-725e-4591-a666-cf32c5ec7cc8;interested;public speaking;audio;positive;30;;0;08/11/2020;
9254;0c042b6c-725e-4591-a666-cf32c5ec7cc8;peeking;public speaking;audio;neutral;35;;0;04/03/2021;
9255;0c042b6c-725e-4591-a666-cf32c5ec7cc8;worried;public speaking;audio;negative;12;;0;26/06/2020;
9256;0c042b6c-725e-4591-a666-cf32c5ec7cc8;peeking;public speaking;audio;neutral;35;;0;14/08/2020;
9257;0c042b6c-725e-4591-a666-cf32c5ec7cc8;dislike;public speaking;audio;negative;10;;0;01/03/2021;
9259;dfdf6d34-e60b-4d21-9973-4bf07769be78;peeking;public speaking;photo;neutral;35;;0;15/07/2020;
9260;dfdf6d34-e60b-4d21-9973-4bf07769be78;scared;public speaking;photo;negative;15;;0;03/01/2021;
9261;dfdf6d34-e60b-4d21-9973-4bf07769be78;heart;public speaking;photo;positive;60;;0;01/11/2020;
9262;dfdf6d34-e60b-4d21-9973-4bf07769be78;like;public speaking;photo;positive;50;;0;01/09/2020;
9263;dfdf6d34-e60b-4d21-9973-4bf07769be78;disgust;public speaking;photo;negative;0;;0;20/08/2020;
9264;dfdf6d34-e60b-4d21-9973-4bf07769be78;heart;public speaking;photo;positive;60;;0;27/05/2021;
9265;dfdf6d34-e60b-4d21-9973-4bf07769be78;interested;public speaking;photo;positive;30;;0;02/06/2021;
9266;dfdf6d34-e60b-4d21-9973-4bf07769be78;interested;public speaking;photo;positive;30;;0;11/05/2021;
9267;dfdf6d34-e60b-4d21-9973-4bf07769be78;super love;public speaking;photo;positive;75;;0;13/04/2021;
9268;dfdf6d34-e60b-4d21-9973-4bf07769be78;intrigued;public speaking;photo;positive;45;;0;25/05/2021;
9269;dfdf6d34-e60b-4d21-9973-4bf07769be78;dislike;public speaking;photo;negative;10;;0;24/05/2021;
9270;dfdf6d34-e60b-4d21-9973-4bf07769be78;adore;public speaking;photo;positive;72;;0;21/08/2020;
9271;dfdf6d34-e60b-4d21-9973-4bf07769be78;cherish;public speaking;photo;positive;70;;0;25/04/2021;
9272;dfdf6d34-e60b-4d21-9973-4bf07769be78;peeking;public speaking;photo;neutral;35;;0;17/01/2021;
9273;dfdf6d34-e60b-4d21-9973-4bf07769be78;interested;public speaking;photo;positive;30;;0;01/01/2021;
9274;dfdf6d34-e60b-4d21-9973-4bf07769be78;love;public speaking;photo;positive;65;;0;05/07/2020;
9275;dfdf6d34-e60b-4d21-9973-4bf07769be78;love;public speaking;photo;positive;65;;0;07/09/2020;
9276;dfdf6d34-e60b-4d21-9973-4bf07769be78;worried;public speaking;photo;negative;12;;0;22/02/2021;
9277;dfdf6d34-e60b-4d21-9973-4bf07769be78;dislike;public speaking;photo;negative;10;;0;21/11/2020;
9278;dfdf6d34-e60b-4d21-9973-4bf07769be78;indifferent;public speaking;photo;neutral;20;;0;10/01/2021;
9279;dfdf6d34-e60b-4d21-9973-4bf07769be78;like;public speaking;photo;positive;50;;0;05/12/2020;
9280;dfdf6d34-e60b-4d21-9973-4bf07769be78;indifferent;public speaking;photo;neutral;20;;0;28/05/2021;
9281;dfdf6d34-e60b-4d21-9973-4bf07769be78;like;public speaking;photo;positive;50;;0;15/05/2021;
9282;dfdf6d34-e60b-4d21-9973-4bf07769be78;heart;public speaking;photo;positive;60;;0;12/01/2021;
9283;dfdf6d34-e60b-4d21-9973-4bf07769be78;interested;public speaking;photo;positive;30;;0;16/11/2020;
9284;dfdf6d34-e60b-4d21-9973-4bf07769be78;want;public speaking;photo;positive;70;;0;21/10/2020;
9285;dfdf6d34-e60b-4d21-9973-4bf07769be78;scared;public speaking;photo;negative;15;;0;22/04/2021;
9286;dfdf6d34-e60b-4d21-9973-4bf07769be78;love;public speaking;photo;positive;65;;0;21/10/2020;
9287;dfdf6d34-e60b-4d21-9973-4bf07769be78;dislike;public speaking;photo;negative;10;;0;22/02/2021;
9288;dfdf6d34-e60b-4d21-9973-4bf07769be78;intrigued;public speaking;photo;positive;45;;0;11/06/2021;
9289;dfdf6d34-e60b-4d21-9973-4bf07769be78;love;public speaking;photo;positive;65;;0;25/02/2021;
9290;dfdf6d34-e60b-4d21-9973-4bf07769be78;disgust;public speaking;photo;negative;0;;0;28/01/2021;
9291;dfdf6d34-e60b-4d21-9973-4bf07769be78;indifferent;public speaking;photo;neutral;20;;0;03/05/2021;
9293;cebae43b-4f77-4689-86e0-66fb107d5eef;love;culture;GIF;positive;65;;0;13/11/2020;
